"","age","workclass","education.num","marital.status","occupation","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income","workclasscode","marital.statuscode","occupationcode","racecode","sexcode","native.countrycode","incomecode"
"16576",25,"Private",4,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"Mexico","<=50K",3,3,3,5,2,26,1
"16577",31,"Private",10,"Married-civ-spouse","Adm-clerical","White","Male",0,0,50,"United-States","<=50K",3,3,1,5,2,39,1
"16578",29,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16579",45,"Private",9,"Widowed","Adm-clerical","White","Female",0,0,35,"United-States","<=50K",3,7,1,5,1,39,1
"16580",69,"Private",4,"Married-civ-spouse","Other-service","White","Male",0,0,20,"United-States","<=50K",3,3,8,5,2,39,1
"16581",50,"Private",7,"Married-civ-spouse","Machine-op-inspct","Black","Male",0,0,40,"United-States","<=50K",3,3,7,3,2,39,1
"16582",54,"State-gov",16,"Married-civ-spouse","Prof-specialty","White","Male",0,0,46,"England",">50K",6,3,10,5,2,9,2
"16583",17,"Private",5,"Never-married","Other-service","White","Female",0,0,20,"United-States","<=50K",3,5,8,5,1,39,1
"16585",23,"Private",10,"Never-married","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,5,7,5,2,39,1
"16586",66,"Private",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,45,"United-States",">50K",3,3,10,5,2,39,2
"16587",61,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16588",55,"Private",10,"Divorced","Machine-op-inspct","White","Female",0,0,40,"United-States","<=50K",3,1,7,5,1,39,1
"16589",24,"Private",9,"Never-married","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,5,6,5,2,39,1
"16590",49,"Private",11,"Divorced","Exec-managerial","White","Male",0,0,45,"United-States",">50K",3,1,4,5,2,39,2
"16592",56,"Self-emp-inc",9,"Married-civ-spouse","Sales","White","Male",0,0,50,"United-States",">50K",4,3,12,5,2,39,2
"16593",25,"Private",9,"Married-civ-spouse","Sales","White","Male",0,0,40,"United-States","<=50K",3,3,12,5,2,39,1
"16594",49,"Private",13,"Divorced","Protective-serv","White","Male",0,0,40,"United-States","<=50K",3,1,11,5,2,39,1
"16595",58,"Private",13,"Married-civ-spouse","Tech-support","White","Male",0,0,40,"United-States",">50K",3,3,13,5,2,39,2
"16596",40,"Federal-gov",13,"Never-married","Adm-clerical","White","Male",0,0,40,"Puerto-Rico","<=50K",1,5,1,5,2,33,1
"16597",62,"Private",14,"Divorced","Prof-specialty","White","Female",0,0,45,"United-States","<=50K",3,1,10,5,1,39,1
"16598",54,"Private",13,"Married-civ-spouse","Tech-support","White","Male",0,0,25,"United-States",">50K",3,3,13,5,2,39,2
"16599",34,"Self-emp-not-inc",11,"Never-married","Other-service","White","Female",0,0,40,"United-States","<=50K",5,5,8,5,1,39,1
"16600",18,"Private",6,"Never-married","Craft-repair","White","Male",0,0,30,"United-States","<=50K",3,5,3,5,2,39,1
"16602",32,"Private",9,"Married-civ-spouse","Sales","Asian-Pac-Islander","Male",0,0,40,"Hong","<=50K",3,3,12,2,2,17,1
"16603",22,"Local-gov",13,"Never-married","Prof-specialty","White","Female",0,0,35,"United-States","<=50K",2,5,10,5,1,39,1
"16604",34,"State-gov",13,"Never-married","Prof-specialty","White","Male",0,0,48,"United-States","<=50K",6,5,10,5,2,39,1
"16606",47,"Private",9,"Married-civ-spouse","Other-service","White","Male",0,0,40,"Mexico","<=50K",3,3,8,5,2,26,1
"16607",19,"Private",10,"Never-married","Sales","White","Female",0,0,40,"United-States","<=50K",3,5,12,5,1,39,1
"16608",56,"Self-emp-not-inc",4,"Divorced","Sales","White","Male",0,0,20,"Mexico","<=50K",5,1,12,5,2,26,1
"16609",42,"Private",9,"Divorced","Machine-op-inspct","Black","Female",0,0,40,"United-States","<=50K",3,1,7,3,1,39,1
"16610",42,"Private",9,"Married-civ-spouse","Adm-clerical","White","Male",0,0,50,"United-States","<=50K",3,3,1,5,2,39,1
"16611",57,"Self-emp-not-inc",4,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",5,3,3,5,2,39,2
"16612",40,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States",">50K",3,3,4,5,2,39,2
"16613",62,"Local-gov",9,"Widowed","Other-service","White","Female",0,0,40,"Canada","<=50K",2,7,8,5,1,2,1
"16614",20,"Private",10,"Never-married","Adm-clerical","White","Male",0,0,16,"United-States","<=50K",3,5,1,5,2,39,1
"16615",47,"Private",10,"Married-civ-spouse","Transport-moving","White","Male",0,0,50,"United-States","<=50K",3,3,14,5,2,39,1
"16616",40,"Private",10,"Married-civ-spouse","Exec-managerial","White","Male",0,0,40,"United-States","<=50K",3,3,4,5,2,39,1
"16618",48,"Private",13,"Married-civ-spouse","Craft-repair","White","Male",0,0,55,"United-States","<=50K",3,3,3,5,2,39,1
"16619",39,"Self-emp-inc",11,"Married-civ-spouse","Farming-fishing","White","Male",0,0,60,"United-States",">50K",4,3,5,5,2,39,2
"16620",46,"Local-gov",10,"Married-civ-spouse","Craft-repair","Black","Male",0,0,40,"United-States",">50K",2,3,3,3,2,39,2
"16621",53,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,30,"United-States","<=50K",3,3,7,5,2,39,1
"16622",47,"Federal-gov",10,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States",">50K",1,3,6,5,2,39,2
"16623",40,"Self-emp-not-inc",9,"Divorced","Craft-repair","White","Male",0,0,45,"Canada","<=50K",5,1,3,5,2,2,1
"16624",34,"Private",9,"Separated","Transport-moving","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K",3,6,14,2,2,39,1
"16625",41,"Private",9,"Never-married","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,5,1,5,2,39,1
"16626",41,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16627",20,"Private",10,"Never-married","Handlers-cleaners","White","Male",0,0,35,"United-States","<=50K",3,5,6,5,2,39,1
"16629",54,"Local-gov",13,"Never-married","Prof-specialty","White","Male",0,0,50,"United-States","<=50K",2,5,10,5,2,39,1
"16630",39,"Self-emp-inc",13,"Married-civ-spouse","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",4,3,10,5,1,39,1
"16631",37,"Private",9,"Divorced","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,1,7,5,2,39,1
"16632",59,"Private",16,"Married-civ-spouse","Sales","White","Male",0,0,40,"United-States","<=50K",3,3,12,5,2,39,1
"16633",24,"Private",13,"Never-married","Prof-specialty","Black","Female",0,0,35,"United-States","<=50K",3,5,10,3,1,39,1
"16636",20,"Private",10,"Separated","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,6,3,5,2,39,1
"16637",26,"Self-emp-not-inc",11,"Never-married","Other-service","White","Female",0,0,35,"United-States","<=50K",5,5,8,5,1,39,1
"16638",48,"Private",8,"Widowed","Handlers-cleaners","White","Female",0,0,50,"United-States","<=50K",3,7,6,5,1,39,1
"16639",21,"Private",12,"Never-married","Other-service","White","Female",0,0,18,"United-States","<=50K",3,5,8,5,1,39,1
"16640",22,"Private",9,"Never-married","Exec-managerial","White","Female",0,0,42,"Germany","<=50K",3,5,4,5,1,11,1
"16641",34,"Private",11,"Divorced","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",3,1,10,5,1,39,1
"16642",33,"Private",10,"Married-civ-spouse","Exec-managerial","White","Male",0,0,45,"United-States",">50K",3,3,4,5,2,39,2
"16643",46,"Private",5,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"Guatemala","<=50K",3,3,7,5,2,13,1
"16644",65,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,40,"United-States",">50K",3,3,4,5,2,39,2
"16645",23,"Private",9,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,3,6,5,2,39,1
"16646",28,"Private",10,"Never-married","Other-service","White","Female",0,0,30,"United-States","<=50K",3,5,8,5,1,39,1
"16647",34,"Self-emp-not-inc",9,"Divorced","Exec-managerial","White","Male",0,0,60,"United-States",">50K",5,1,4,5,2,39,2
"16648",20,"Private",10,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",3,5,8,5,2,39,1
"16649",28,"Private",7,"Never-married","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,5,1,5,2,39,1
"16650",52,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,60,"United-States","<=50K",4,3,4,5,2,39,1
"16651",40,"State-gov",14,"Married-civ-spouse","Prof-specialty","Asian-Pac-Islander","Female",0,0,38,"China",">50K",6,3,10,2,1,3,2
"16652",22,"Private",13,"Never-married","Exec-managerial","White","Female",0,0,7,"United-States","<=50K",3,5,4,5,1,39,1
"16653",29,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","White","Male",0,0,45,"United-States","<=50K",4,3,4,5,2,39,1
"16654",31,"Self-emp-not-inc",4,"Married-civ-spouse","Prof-specialty","White","Male",0,0,60,"United-States","<=50K",5,3,10,5,2,39,1
"16655",38,"Private",9,"Never-married","Craft-repair","Black","Female",0,0,40,"United-States","<=50K",3,5,3,3,1,39,1
"16656",22,"Private",7,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,70,"United-States",">50K",3,3,7,5,2,39,2
"16658",43,"Private",5,"Married-civ-spouse","Exec-managerial","White","Male",0,0,40,"Mexico","<=50K",3,3,4,5,2,26,1
"16659",43,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States",">50K",4,3,4,5,2,39,2
"16660",33,"Private",10,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States","<=50K",3,3,4,5,2,39,1
"16661",17,"Self-emp-inc",6,"Never-married","Other-service","Black","Male",0,0,35,"United-States","<=50K",4,5,8,3,2,39,1
"16662",45,"Private",9,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"16663",55,"Local-gov",6,"Married-civ-spouse","Craft-repair","White","Male",0,0,45,"United-States","<=50K",2,3,3,5,2,39,1
"16664",51,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,35,"United-States",">50K",5,3,14,5,2,39,2
"16665",65,"Federal-gov",6,"Divorced","Craft-repair","White","Male",0,0,40,"United-States","<=50K",1,1,3,5,2,39,1
"16666",21,"Private",13,"Never-married","Prof-specialty","Asian-Pac-Islander","Female",0,0,45,"United-States","<=50K",3,5,10,2,1,39,1
"16667",40,"Private",9,"Widowed","Other-service","Black","Female",0,0,40,"United-States","<=50K",3,7,8,3,1,39,1
"16668",58,"Private",10,"Never-married","Adm-clerical","Black","Female",0,0,37,"United-States","<=50K",3,5,1,3,1,39,1
"16669",53,"Federal-gov",9,"Widowed","Exec-managerial","White","Female",0,0,58,"United-States","<=50K",1,7,4,5,1,39,1
"16670",56,"Local-gov",9,"Married-civ-spouse","Other-service","White","Male",0,0,40,"United-States","<=50K",2,3,8,5,2,39,1
"16671",37,"Private",10,"Married-civ-spouse","Adm-clerical","White","Male",0,0,50,"United-States","<=50K",3,3,1,5,2,39,1
"16672",44,"Private",13,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16673",49,"Private",5,"Separated","Handlers-cleaners","White","Male",0,0,38,"United-States","<=50K",3,6,6,5,2,39,1
"16674",36,"Private",10,"Married-civ-spouse","Machine-op-inspct","Asian-Pac-Islander","Male",0,0,50,"United-States",">50K",3,3,7,2,2,39,2
"16675",59,"Self-emp-inc",13,"Married-civ-spouse","Craft-repair","White","Male",0,0,60,"United-States","<=50K",4,3,3,5,2,39,1
"16676",33,"Private",9,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"16677",26,"Private",10,"Married-civ-spouse","Exec-managerial","White","Female",0,0,25,"United-States","<=50K",3,3,4,5,1,39,1
"16678",25,"Private",14,"Never-married","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,5,1,5,2,39,1
"16679",28,"Private",10,"Married-civ-spouse","Adm-clerical","White","Female",0,0,15,"United-States","<=50K",3,3,1,5,1,39,1
"16680",41,"Private",12,"Divorced","Adm-clerical","White","Female",0,0,38,"United-States","<=50K",3,1,1,5,1,39,1
"16681",45,"Private",11,"Married-civ-spouse","Farming-fishing","White","Male",0,0,70,"United-States","<=50K",3,3,5,5,2,39,1
"16682",43,"Private",9,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,3,6,5,2,39,1
"16683",30,"Private",5,"Never-married","Handlers-cleaners","Black","Male",0,0,40,"United-States","<=50K",3,5,6,3,2,39,1
"16684",33,"Private",9,"Married-spouse-absent","Craft-repair","White","Male",0,0,50,"United-States","<=50K",3,4,3,5,2,39,1
"16685",34,"Private",10,"Married-civ-spouse","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,3,1,5,2,39,1
"16686",21,"Private",11,"Never-married","Other-service","White","Male",0,0,30,"United-States","<=50K",3,5,8,5,2,39,1
"16687",48,"Private",3,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"16688",22,"Private",10,"Never-married","Adm-clerical","White","Female",0,0,20,"United-States","<=50K",3,5,1,5,1,39,1
"16689",47,"Private",10,"Divorced","Sales","White","Female",0,0,60,"United-States","<=50K",3,1,12,5,1,39,1
"16690",27,"Private",13,"Never-married","Tech-support","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K",3,5,13,2,1,30,1
"16691",18,"Private",7,"Never-married","Handlers-cleaners","White","Male",0,0,25,"United-States","<=50K",3,5,6,5,2,39,1
"16692",43,"Private",14,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",3,3,10,5,2,39,2
"16693",36,"Private",10,"Widowed","Sales","White","Female",0,0,20,"United-States","<=50K",3,7,12,5,1,39,1
"16694",37,"Federal-gov",9,"Divorced","Craft-repair","White","Male",0,0,40,"United-States","<=50K",1,1,3,5,2,39,1
"16695",24,"Private",11,"Never-married","Craft-repair","White","Male",0,0,20,"United-States","<=50K",3,5,3,5,2,39,1
"16696",24,"Private",9,"Never-married","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,5,14,5,2,39,1
"16697",48,"Private",13,"Married-civ-spouse","Exec-managerial","Black","Male",0,0,40,"United-States",">50K",3,3,4,3,2,39,2
"16698",75,"Private",2,"Married-civ-spouse","Other-service","Black","Female",0,0,16,"United-States","<=50K",3,3,8,3,1,39,1
"16699",43,"Self-emp-not-inc",13,"Divorced","Prof-specialty","White","Male",0,0,70,"United-States",">50K",5,1,10,5,2,39,2
"16700",64,"Private",13,"Divorced","Exec-managerial","White","Female",0,0,50,"United-States","<=50K",3,1,4,5,1,39,1
"16701",36,"Private",9,"Divorced","Sales","White","Female",0,0,40,"United-States","<=50K",3,1,12,5,1,39,1
"16702",53,"Private",10,"Married-civ-spouse","Tech-support","White","Male",0,0,40,"United-States","<=50K",3,3,13,5,2,39,1
"16703",22,"Private",10,"Never-married","Prof-specialty","Black","Male",0,0,20,"United-States","<=50K",3,5,10,3,2,39,1
"16704",73,"Self-emp-not-inc",9,"Never-married","Other-service","White","Female",0,0,36,"United-States","<=50K",5,5,8,5,1,39,1
"16705",46,"Private",9,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"16706",43,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,3,3,5,2,39,2
"16707",20,"Private",9,"Never-married","Adm-clerical","Black","Male",0,0,20,"United-States","<=50K",3,5,1,3,2,39,1
"16708",43,"Federal-gov",10,"Divorced","Handlers-cleaners","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K",1,1,6,2,2,39,1
"16710",40,"Private",9,"Separated","Sales","Black","Female",0,0,25,"United-States","<=50K",3,6,12,3,1,39,1
"16711",36,"Private",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",3,3,10,5,2,39,2
"16712",64,"Self-emp-inc",13,"Divorced","Sales","White","Male",0,0,45,"United-States","<=50K",4,1,12,5,2,39,1
"16714",46,"Local-gov",14,"Divorced","Exec-managerial","White","Female",0,0,65,"United-States",">50K",2,1,4,5,1,39,2
"16715",41,"Local-gov",13,"Never-married","Prof-specialty","White","Female",0,0,70,"United-States","<=50K",2,5,10,5,1,39,1
"16717",28,"Private",10,"Never-married","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,5,1,5,1,39,1
"16718",23,"Private",10,"Married-civ-spouse","Sales","White","Male",0,0,45,"United-States","<=50K",3,3,12,5,2,39,1
"16719",30,"Federal-gov",13,"Never-married","Protective-serv","White","Female",0,0,60,"United-States",">50K",1,5,11,5,1,39,2
"16720",44,"Private",13,"Married-spouse-absent","Adm-clerical","White","Female",0,0,40,"Cuba","<=50K",3,4,1,5,1,5,1
"16721",27,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,45,"United-States",">50K",3,3,14,5,2,39,2
"16722",25,"Private",9,"Never-married","Other-service","White","Female",0,0,34,"United-States","<=50K",3,5,8,5,1,39,1
"16723",29,"Private",6,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16724",54,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"Poland",">50K",3,3,7,5,2,31,2
"16725",27,"Private",13,"Never-married","Farming-fishing","White","Male",0,0,65,"United-States","<=50K",3,5,5,5,2,39,1
"16726",34,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,35,"United-States","<=50K",3,3,3,5,2,39,1
"16727",38,"Private",10,"Married-civ-spouse","Sales","White","Male",0,0,50,"United-States","<=50K",3,3,12,5,2,39,1
"16729",56,"Private",14,"Married-civ-spouse","Prof-specialty","White","Female",0,0,40,"United-States",">50K",3,3,10,5,1,39,2
"16730",35,"Self-emp-inc",9,"Married-civ-spouse","Sales","White","Male",0,0,62,"United-States","<=50K",4,3,12,5,2,39,1
"16732",23,"Private",10,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,5,3,5,2,39,1
"16733",19,"Private",10,"Never-married","Sales","Black","Female",0,0,20,"United-States","<=50K",3,5,12,3,1,39,1
"16735",27,"Private",9,"Never-married","Sales","White","Male",0,0,40,"Puerto-Rico","<=50K",3,5,12,5,2,33,1
"16737",49,"Self-emp-inc",10,"Married-civ-spouse","Sales","White","Male",0,0,70,"United-States",">50K",4,3,12,5,2,39,2
"16738",23,"Private",10,"Never-married","Other-service","White","Male",0,0,20,"United-States","<=50K",3,5,8,5,2,39,1
"16739",24,"Private",9,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",3,5,8,5,2,39,1
"16740",34,"Private",9,"Never-married","Machine-op-inspct","Asian-Pac-Islander","Male",0,0,40,"China","<=50K",3,5,7,2,2,3,1
"16741",25,"Federal-gov",9,"Never-married","Transport-moving","White","Male",0,0,40,"United-States","<=50K",1,5,14,5,2,39,1
"16742",33,"Self-emp-not-inc",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,50,"United-States","<=50K",5,3,3,5,2,39,1
"16743",22,"Private",12,"Never-married","Adm-clerical","White","Female",0,0,27,"United-States","<=50K",3,5,1,5,1,39,1
"16744",54,"Local-gov",9,"Never-married","Adm-clerical","White","Female",0,0,30,"United-States","<=50K",2,5,1,5,1,39,1
"16745",39,"Self-emp-inc",14,"Never-married","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",4,5,10,5,1,39,1
"16746",25,"Private",13,"Never-married","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",3,5,10,5,1,39,1
"16747",75,"Self-emp-inc",9,"Married-civ-spouse","Adm-clerical","White","Male",0,0,26,"United-States","<=50K",4,3,1,5,2,39,1
"16748",28,"Self-emp-not-inc",9,"Never-married","Machine-op-inspct","Black","Male",0,0,30,"United-States","<=50K",5,5,7,3,2,39,1
"16749",50,"Private",13,"Divorced","Sales","White","Female",0,0,50,"United-States","<=50K",3,1,12,5,1,39,1
"16750",62,"Self-emp-not-inc",13,"Married-civ-spouse","Craft-repair","White","Male",0,0,55,"United-States",">50K",5,3,3,5,2,39,2
"16751",40,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,3,7,5,2,39,1
"16752",58,"Local-gov",13,"Never-married","Prof-specialty","White","Female",0,0,37,"United-States","<=50K",2,5,10,5,1,39,1
"16753",24,"Federal-gov",12,"Married-civ-spouse","Exec-managerial","White","Female",0,0,40,"United-States","<=50K",1,3,4,5,1,39,1
"16754",21,"Private",9,"Never-married","Other-service","White","Female",0,0,30,"United-States","<=50K",3,5,8,5,1,39,1
"16755",48,"Private",9,"Married-civ-spouse","Exec-managerial","White","Male",0,0,60,"United-States","<=50K",3,3,4,5,2,39,1
"16756",34,"Private",9,"Never-married","Transport-moving","White","Male",0,0,70,"United-States","<=50K",3,5,14,5,2,39,1
"16757",23,"Private",9,"Never-married","Priv-house-serv","Other","Female",0,0,40,"Guatemala","<=50K",3,5,9,4,1,13,1
"16758",42,"Local-gov",10,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",2,5,3,5,2,39,1
"16759",52,"Self-emp-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,0,60,"United-States","<=50K",4,3,5,5,2,39,1
"16761",56,"Self-emp-not-inc",13,"Never-married","Exec-managerial","White","Female",0,0,60,"United-States","<=50K",5,5,4,5,1,39,1
"16762",48,"Federal-gov",9,"Married-civ-spouse","Adm-clerical","White","Female",0,0,40,"United-States",">50K",1,3,1,5,1,39,2
"16763",37,"Self-emp-not-inc",9,"Divorced","Exec-managerial","Asian-Pac-Islander","Female",0,0,70,"South",">50K",5,1,4,2,1,35,2
"16764",25,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,35,"United-States","<=50K",3,3,3,5,2,39,1
"16765",40,"Private",13,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States",">50K",3,3,6,5,2,39,2
"16766",34,"Private",7,"Never-married","Machine-op-inspct","Black","Male",0,0,45,"United-States","<=50K",3,5,7,3,2,39,1
"16767",52,"Private",9,"Divorced","Other-service","White","Male",0,0,40,"United-States","<=50K",3,1,8,5,2,39,1
"16768",36,"Local-gov",9,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",2,5,8,5,2,39,1
"16769",28,"Private",13,"Never-married","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",3,5,10,5,1,39,1
"16771",20,"Private",10,"Never-married","Adm-clerical","White","Male",0,0,9,"England","<=50K",3,5,1,5,2,9,1
"16772",68,"Private",9,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"Italy",">50K",3,3,10,5,2,22,2
"16773",35,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"16774",32,"Private",9,"Never-married","Machine-op-inspct","Black","Male",0,0,40,"United-States","<=50K",3,5,7,3,2,39,1
"16775",64,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States",">50K",3,3,4,5,2,39,2
"16776",17,"Private",6,"Never-married","Handlers-cleaners","White","Female",0,0,23,"United-States","<=50K",3,5,6,5,1,39,1
"16777",25,"Private",13,"Never-married","Prof-specialty","White","Male",0,0,20,"United-States","<=50K",3,5,10,5,2,39,1
"16779",31,"Private",11,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"Columbia","<=50K",3,3,7,5,2,4,1
"16780",67,"Private",9,"Married-civ-spouse","Sales","White","Male",0,0,10,"United-States","<=50K",3,3,12,5,2,39,1
"16781",29,"Private",9,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",3,5,8,5,2,39,1
"16782",31,"Private",9,"Married-civ-spouse","Machine-op-inspct","Black","Male",0,0,40,"United-States","<=50K",3,3,7,3,2,39,1
"16783",21,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,37,"United-States","<=50K",3,3,3,5,2,39,1
"16784",67,"Private",6,"Married-civ-spouse","Transport-moving","White","Male",0,0,16,"United-States","<=50K",3,3,14,5,2,39,1
"16785",41,"State-gov",9,"Divorced","Protective-serv","White","Male",0,0,40,"United-States",">50K",6,1,11,5,2,39,2
"16786",27,"Private",13,"Never-married","Tech-support","White","Female",0,0,36,"United-States","<=50K",3,5,13,5,1,39,1
"16787",51,"Private",8,"Divorced","Transport-moving","White","Male",0,0,50,"United-States","<=50K",3,1,14,5,2,39,1
"16789",28,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,46,"United-States","<=50K",3,3,3,5,2,39,1
"16790",21,"Private",10,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,5,3,5,2,39,1
"16791",28,"Private",11,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States",">50K",3,3,7,5,2,39,2
"16792",29,"Private",9,"Married-civ-spouse","Other-service","White","Male",0,0,35,"United-States","<=50K",3,3,8,5,2,39,1
"16793",39,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","White","Male",0,0,70,"United-States","<=50K",4,3,4,5,2,39,1
"16794",21,"Private",13,"Never-married","Adm-clerical","White","Male",0,0,40,"Columbia","<=50K",3,5,1,5,2,4,1
"16795",43,"Private",11,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16796",28,"Private",7,"Married-civ-spouse","Transport-moving","White","Male",0,0,50,"United-States","<=50K",3,3,14,5,2,39,1
"16797",31,"Private",5,"Never-married","Sales","White","Male",0,0,43,"United-States",">50K",3,5,12,5,2,39,2
"16799",27,"Private",10,"Married-civ-spouse","Adm-clerical","Amer-Indian-Eskimo","Female",0,0,45,"United-States","<=50K",3,3,1,1,1,39,1
"16800",34,"State-gov",10,"Married-civ-spouse","Protective-serv","White","Male",0,0,40,"United-States","<=50K",6,3,11,5,2,39,1
"16801",25,"Private",9,"Never-married","Tech-support","White","Male",0,0,40,"United-States","<=50K",3,5,13,5,2,39,1
"16802",34,"Private",13,"Married-civ-spouse","Tech-support","White","Male",0,0,40,"England","<=50K",3,3,13,5,2,9,1
"16803",40,"Self-emp-inc",14,"Married-civ-spouse","Craft-repair","White","Male",0,0,50,"United-States","<=50K",4,3,3,5,2,39,1
"16804",21,"Private",9,"Never-married","Other-service","Black","Female",0,0,35,"United-States","<=50K",3,5,8,3,1,39,1
"16805",25,"Private",10,"Divorced","Exec-managerial","White","Female",0,0,25,"United-States","<=50K",3,1,4,5,1,39,1
"16806",21,"Private",9,"Never-married","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,5,1,5,1,39,1
"16807",19,"Self-emp-not-inc",10,"Never-married","Transport-moving","White","Male",0,0,30,"United-States","<=50K",5,5,14,5,2,39,1
"16808",49,"Self-emp-inc",12,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",4,3,3,5,2,39,2
"16809",20,"Private",10,"Never-married","Other-service","White","Male",0,0,20,"United-States","<=50K",3,5,8,5,2,39,1
"16810",36,"Private",7,"Married-civ-spouse","Transport-moving","White","Male",0,0,47,"United-States","<=50K",3,3,14,5,2,39,1
"16811",32,"Private",10,"Separated","Exec-managerial","Black","Female",0,0,40,"United-States","<=50K",3,6,4,3,1,39,1
